Source	Ort	Lage	Typ	Anmerkung	Seit	lat	lon	PLZ	Stadtbezirk	Kreis	Land	BL	Kanton
de.wiki_in_Niedersachsen	Cuxhaven-Duhnen	Robert-Dohrmann-Platz, vor der Kirche	Bücherschrank	Im Winter geschlossen		53.88505	8.643667						
de.wiki_in_Niedersachsen	Cuxhaven Holte-Spangen	Sixtstraße 4	„Der Bücherleuchtturm“	Ausleihe von 9 bis 21 Uhr (privater Tauschschrank)	2014	53.849147	8.643563						
de.wiki_in_Niedersachsen	Damme	An der Kreuzung Große Straße/Steinfelder Straße	RWE-Bücherschrank (BOKX)		2012	52.523635	8.201196						
de.wiki_in_Niedersachsen	Delligsen-Grünenplan	Vor dem Erich-Mäder-Glasmuseum	Bücherschrank			51.95526	9.74468						
de.wiki_in_Niedersachsen	Diepholz	Nahe dem Rathausmarkt	Offener Bücherschrank Diepholz		2014	52.60665	8.368638						
de.wiki_in_Niedersachsen	Dissen	Auf dem Karlsplatz	RWE-Bücherschrank (BOKX)		2013	52.114427	8.204925						
de.wiki_in_Niedersachsen	Dörverden	Vor dem Rathaus	Bücherschrank			52.846505	9.226053						
de.wiki_in_Niedersachsen	Drochtersen	Elbinsel Krautsand	Telefonzelle			53.75362	9.385178						
de.wiki_in_Niedersachsen	Einbeck	Marktplatz, vor der Marktkirche	Bücherschrank		2015	51.818283	9.866503						
de.wiki_in_Niedersachsen	Emden	Geibelstraße 30a	Bücherschrank	Barenburger Kulturbunker		53.380269	7.215408						
de.wiki_in_Niedersachsen	Essern	Mindener Straße	Bücherschrank	Aufgestellt von der Bürgerstiftung im Landkreis Nienburg	Feb. 2016								
de.wiki_in_Niedersachsen	Eystrup	Bahnhofstraße 53, vor dem Rathaus	Bücherschrank	Aufgestellt von der Bürgerstiftung im Landkreis Nienburg		52.781511	9.224997						
de.wiki_in_Niedersachsen	Freistatt	Deckertstraße 20, im Sinnesgarten	Bücherschrank			52.626414	8.649984						
de.wiki_in_Niedersachsen	Garbsen-Auf der Horst	Planetencenter, Planetenring 25	Bücherschrank			52.418348	9.59645						
de.wiki_in_Niedersachsen	Garbsen-Berenbostel	Nachbarschaftsladen, Auf dem Kronsberg	Bücherschrank			52.440368	9.613005						
de.wiki_in_Niedersachsen	Geeste-Dalum	Vorplatz der Christus-König Kirche, Wietmarscher Damm	RWE-Bücherschrank (BOKX)	Aufgestellt von RWE		52.588195	7.229496						
de.wiki_in_Niedersachsen	Gehrden	Am Markt	Bücherschrank			52.312978	9.600372						
de.wiki_in_Niedersachsen	Giften	Vor dem Gemeindehaus der Martin-Luther-Gemeinde, Wilhelmstraße 3	Bücherschrank	Gesponsert vom Marketingverein Fair-Giften e. V.Entwurf und Ausführung: NewMac Designs	2011	52.214752	9.832934						
de.wiki_in_Niedersachsen	Goslar-Altstadt	Am Rosentor, Rosentorstraße 27	Bücherschrank		2015	51.909097	10.426288						
de.wiki_in_Niedersachsen	Goslar-Baßgeige	Im Marktkauf, Carl-Zeiß-Straße	Bücherregal „Bücherwurm“	Zu den Öffnungszeiten des Marktkaufs nutzbar		51.9288	10.4107						
de.wiki_in_Niedersachsen	Göttingen	Königsberger Straße 12 vor dem Geschäft des Vereins Förderer der Straßensozialarbeit e. V.	Vitrine	Ausleihe[11]	2011	51.523911	9.94658						
de.wiki_in_Niedersachsen	Göttingen	Obere-Masch-Straße 2	Wandregale			51.535255	9.931136						
de.wiki_in_Niedersachsen	Göttingen-Elliehausen	Am Eikborn / Orthwiesen, vor der Ostseite der Kirche St. Martin	Schrank	[12]	2013	51.552426	9.871337						
de.wiki_in_Niedersachsen	Göttingen-Holtenser Berg	Europa-Allee 19, neben der Bushaltestelle	Vitrine	[13]	2012	51.560668	9.903077						
de.wiki_in_Niedersachsen	Göttingen-Leineberg	Allerstraße 32, vor dem Stadtteilbüro	Schrank	[14]	2011	51.52646	9.91699						
de.wiki_in_Niedersachsen	Göttingen-Universität	Platz der Göttinger Sieben 3a, im Lern- und Studiengebäude (LSG), Raum 1.134	Bücherregal		2014	51.54172	9.93356						
de.wiki_in_Niedersachsen	Greetsiel	Hohe Straße, an der Kirche	Bücherschrank	Nur bei gutem Wetter zugänglich		53.5006	7.09392						
de.wiki_in_Niedersachsen	Gronau (Leine)		Bücherschrank	<U+2299>links vor dem Haus Am Markt 3		52.084695	9.775231						
de.wiki_in_Niedersachsen	Hagen im Bremischen-Rechtenfleth	Kreuzung Kehrje/Lindenbruchstraße	Telefonzelle	Aufgestellt vom Heimatverein „Ketelhoken-Rechtenflether Heimatfreunde“	Aug. 2014	53.379882	8.508289						
de.wiki_in_Niedersachsen	Hameln	Im Bürgergarten, zwischen der Konzertmuschel und dem Bewegungspark, vorm Ausgang in Richtung des Tourismus-Zentrums	Britische Telefonzelle	Zugänglich zu den Öffnungszeiten des Bürgergartens; aufgestellt vom Rathaus[15]	Mai 2018	52.1048611	9.36238888888889						
de.wiki_in_Niedersachsen	Hameln	Im Edeka-Center, Lemkestraße 10	Bücherschrank	Zugänglich zu den Öffnungszeiten des Edeka-Centers: Mo–Sa 08:00–21:00 Uhr		52.122762	9.345261						
de.wiki_in_Niedersachsen	Hameln	Im Kultur- und Kommunikationszentrum Sumpfblume, Am Stockhof 2a	Bücherregal	Zugänglich zu den Öffnungszeiten der Sumpfblume		52.0983	9.355309						
de.wiki_in_Niedersachsen	Hameln-Holtensen	Unsener Straße 7, vor der Postfiliale	Pförtnerhaus			52.139267	9.378924						
de.wiki_in_Niedersachsen	Hameln-Wangelist	Im Eingangsbereich, Böcklerstraße 6–8	Bücherschrank	Zugänglich zu den Öffnungszeiten des Marktkauf-Centers									
de.wiki_in_Niedersachsen	Hannover-Ahlem	Martin-Luther-Kirche, Wunstorfer Landstraße 50a	Holzschrank[2]		Sep. 2008								
de.wiki_in_Niedersachsen	Hannover-Anderten	Am Tiergarten 2	Holzschrank[2]		Okt. 2011	52.363452	9.856607						
de.wiki_in_Niedersachsen	Hannover-Badenstedt	Körtingsdorf 1	Holzschrank		Nov. 2011								
de.wiki_in_Niedersachsen	Hannover-Bemerode	Bemeroder Rathausplatz	Bücherschrank		Sep. 2011	52.346661	9.828078						
de.wiki_in_Niedersachsen	Hannover-Bornum	An der Kreuzung Im Dorfe/Ludwig-Gleue-Weg	Holzschrank[2]		Apr. 2009	52.349973	9.684478						
de.wiki_in_Niedersachsen	Hannover-Bothfeld	Kurze-Kamp-Straße/Einsteinstraße	Holzschrank[2]		Apr. 2009	52.420165	9.799723						
de.wiki_in_Niedersachsen	Hannover-Bothfeld	Sutelstraße, nördlich der St. Nicolai-Kirche	Holzschrank			52.431161	9.851444						
de.wiki_in_Niedersachsen	Hannover-Bult	An der Melanchtonkirche	Holzschrank		Sep. 2009								
de.wiki_in_Niedersachsen	Hannover-Calenberger Neustadt	Neustädter Markt	Holzschrank[2]		Sep. 2007	52.370894	9.728306						
de.wiki_in_Niedersachsen	Hannover-Davenstedt	Davenstedter Markt	Holzschrank[2]		Juni 2008	52.363327	9.674141						
de.wiki_in_Niedersachsen	Hannover-Döhren	Fiedelerplatz	Holzschrank		Mär. 2010	52.340053	9.763279						
de.wiki_in_Niedersachsen	Hannover-Groß-Buchholz	Bussestraße, Ecke Läuferweg, vor der Post	Holzschrank		Okt. 2010	52.402905	9.798835						
de.wiki_in_Niedersachsen	Hannover-Hainholz	Vor dem Kulturtreff Hainholz	Holzschrank[2]		Nov. 2006	52.400505	9.716299						
de.wiki_in_Niedersachsen	Hannover-Herrenhausen	Herrenhäuser Markt	Holzschrank[2]		2010	52.393468	9.685047						
de.wiki_in_Niedersachsen	Hannover-Kirchrode	Tiergartenstraße, Ecke Schwemannstraße	Holzschrank		Juni 2012	52.360922	9.828611						
de.wiki_in_Niedersachsen	Hannover-Kleefeld	Schaperplatz	Holzschrank[2]			52.37545	9.795855						
de.wiki_in_Niedersachsen	Hannover-Ledeburg	Am Fuhrenkampe, Ecke Immelmannstraße	Holzschrank		Nov. 2010	52.412755	9.678304						
de.wiki_in_Niedersachsen	Hannover-Limmer	Bei der Haltestelle Brunnenstraße	Holzschrank[2]		2006	52.377353	9.684841						
de.wiki_in_Niedersachsen	Hannover-Linden-Nord	Pfarrlandplatz, Ecke Pfarrlandstraße	Holzschrank[2]		2011	52.375543	9.706902						
de.wiki_in_Niedersachsen	Hannover-Linden-Süd	Charlottenstraße	Holzschrank[2]		2008								
de.wiki_in_Niedersachsen	Hannover-List	Hunaeusstraße, Ecke Podbielskistraße	Holzschrank[2]		2013	52.394767	9.761261						
de.wiki_in_Niedersachsen	Hannover-List	Jakobistraße 31	Holzschrank[2]	[16]	2005	52.390227	9.74433						
de.wiki_in_Niedersachsen	Hannover-List	Liliencronplatz (Ostseite)	Holzschrank	[2][17]	2012	52.400518	9.77518						
de.wiki_in_Niedersachsen	Hannover-Marienwerder	Große Pranke	Bücherschrank			52.4049	9.6186						
de.wiki_in_Niedersachsen	Hannover-Nordstadt	Ecke Tulpenstraße/Engelbosteler Damm	Holzschrank[2]		2011	52.38499	9.724457						
de.wiki_in_Niedersachsen	Hannover-Oberricklingen	Butjerbrunnenplatz/Wallensteinstraße	Holzschrank[2]		Apr. 2009	52.342134	9.713814						
de.wiki_in_Niedersachsen	Hannover-Oststadt	Bödekerstraße 60	Englische Telefonzelle	powered by Herbstwerbung GmbH	Nov. 2015	52.3848819	9.7526511						
de.wiki_in_Niedersachsen	Hannover-Sahlkamp	Elmstraße 15, vor dem Stadtteiltreff	Holzschrank[2]		Okt. 2012	52.414101	9.778844						
de.wiki_in_Niedersachsen	Hannover-Stöcken	Vor dem Stadtteilladen	Holzschrank[2]		Nov. 2005	52.409301	9.661285						
de.wiki_in_Niedersachsen	Hannover-Südstadt	Stephansplatz	Holzschrank		Juni 2011								
de.wiki_in_Niedersachsen	Hannover-Vahrenwald	Jahnplatz	Holzschrank		Sep. 2014								
de.wiki_in_Niedersachsen	Hannover-Vogelsiedlung (Groß-Buchholz)	An der Kreuzung Milanstraße/Schwalbenflucht	Holzschrank		Apr. 2012	52.392754	9.822263						
de.wiki_in_Niedersachsen	Hannover-Waldheim	Liebrechtstraße, vor Nr. 63	Holzschrank			52.350509	9.773416						
de.wiki_in_Niedersachsen	Hannover-Wülfel	Hildesheimer Straße 380	Holzschrank		Dez. 2012	52.327885	9.777644						
de.wiki_in_Niedersachsen	Hannover-Wülferode	Kirchbichlerstraße 6	Bücherregal	Alte Schule Wülferode		52.326586	9.850793						
de.wiki_in_Niedersachsen	Hannover-Zooviertel	Schackstraße 2, an der Friedenskirche	Holzschrank			52.374616	9.761397						
de.wiki_in_Niedersachsen	Hannover (Altstadt)	An der Marktkirche	Holzschrank[2]		2008	52.371592	9.735185						
de.wiki_in_Niedersachsen	Heinde	Hauptstraße	Bücherschrank			52.103441	10.032509						
de.wiki_in_Niedersachsen	Hemmingen	Rathausplatz	Holzschrank		Juli 2011	52.325957	9.725754						
de.wiki_in_Niedersachsen	Hildesheim	Vor dem Stadttheater	Offener Bücherschrank	Verein für öffentlichen Bücherschrank	2013								
de.wiki_in_Niedersachsen	Hildesheim-Himmelsthür	 Ecke Breslauer Straße, Jahnstraße, Danziger Straße	Offener Bücherschrank, Holz		2016	52.16193	9.91768						
de.wiki_in_Niedersachsen	Hildesheim-Marienburger Höhe	Marienburger Platz	Offener Bücherschrank		Okt. 2013								
de.wiki_in_Niedersachsen	Hildesheim-Moritzberg	Phoenixstraße (Ecke Elzer Straße)	Englische Telefonzelle			52.150556	9.9295						
de.wiki_in_Niedersachsen	Hildesheim-Moritzberg	Ulmenweg, gegenüber der Markuskirche	Bücherschrank			52.139548	9.938054						
de.wiki_in_Niedersachsen	Hildesheim-Nordstadt	Justus-Jonas-Straße (Ecke Martin-Luther-Straße)	Schrank mit Liegefläche	[18]		52.1629513	9.980706						
de.wiki_in_Niedersachsen	Hildesheim-Stadtfeld	Siedlungsweg	Bücherschrank			52.150556	9.929467						
de.wiki_in_Niedersachsen	Hillerse	Rathaus Hillerse	Bücherschrank		Jan. 2016								
de.wiki_in_Niedersachsen	Holle	Am Thie 1, Rathaus	Bücherschrank	Zu den Öffnungszeiten des Rathauses: Mo, Fr. 09–12 Uhr, Di. 13:30–16 Uhr, Do. 14–18 Uhr		52.085657	10.159669						
de.wiki_in_Niedersachsen	Holzminden	Lutherkirchplatz	Offener Bücherschrank	[19]	14. Aug. 2013	51.828594	9.445594						
de.wiki_in_Niedersachsen	Hoya	Lange Straße	Bücherschrank			52.805933	9.142814						
de.wiki_in_Niedersachsen	Hude-Altmoorhausen	Dorfstraße 29, beim Kindergarten	Telefonzelle	[20]	2013								
de.wiki_in_Niedersachsen	Husum (bei Nienburg)	Rehburger Straße, Ecke: Zum Hahnenkamp	Bücherschrank	Aufgestellt von der Bürgerstiftung im Landkreis Nienburg		52.56431	9.25054						
de.wiki_in_Niedersachsen	Ingeln-Oesselse	Gleidinger Straße 28	Bücherschrank		Nov. 2012	52.279938	9.887218						
de.wiki_in_Niedersachsen	Isernhagen-Altwarmbüchen	Rathausplatz Altwarmbüchen	Bücherschrank		Okt. 2011	52.430953	9.851861						
de.wiki_in_Niedersachsen	Kehdingbruch	Osterende	Bücherschrank	Aufgestellt vom DRK		53.784647	8.989089						
de.wiki_in_Niedersachsen	Laatzen	Lindenplatz	Holzschrank			52.312535	9.789285						
de.wiki_in_Niedersachsen	Laatzen-Gleidingen	Am Meyerkamp/Heiseder Straße, vor der St. Gertruden-Kirche	Holzschrank										
de.wiki_in_Niedersachsen	Laatzen-Rethen	Thiestraße	Holzschrank			52.287584	9.823161						
de.wiki_in_Niedersachsen	Landesbergen	Auf dem Mühlenplatz	Bücherschrank	Aufgestellt von der Bürgerstiftung im Landkreis Nienburg	Juni 2015	52.5601925	9.1250217						
de.wiki_in_Niedersachsen	Langenhagen	CCL, Westpassage	Bücherschrank			52.439679	9.738621						
de.wiki_in_Niedersachsen	Leerhafe		Büchertelefonzelle			53.52891	7.78147						
de.wiki_in_Niedersachsen	Lehrte	Rathausplatz neben der Sparkasse	Telefonzelle			52.373513	9.975744						
de.wiki_in_Niedersachsen	Lehrte-Sievershausen	John-F.-Kennedy-Straße, an der Apotheke	Bücherschrank			52.370644	10.128728						
de.wiki_in_Niedersachsen	Lembruch	Große Straße 76	RWE-Bücherschrank (BOKX)	Aufgestellt von RWE		52.525618	8.367655						
de.wiki_in_Niedersachsen	Lingen-Baccum		Bücherzelle	Ökumenische Mitte Baccum e. V.	2017	52.513894	7.402929						
de.wiki_in_Niedersachsen	Linsburg	Alter Schlossweg 1	Bücherschrank	Aufgestellt von der Bürgerstiftung im Landkreis Nienburg	Dez. 2014	52.593918	9.30631						
de.wiki_in_Niedersachsen	Loccum	Marktplatz	Bücherschrank			52.453126	9.147309						
de.wiki_in_Niedersachsen	Lüneburg	Scharnhorststraße 11, vor dem Eingang zur Bibliothek der Leuphana Universität	Bücherschrank			53.228119	10.401199						
de.wiki_in_Niedersachsen	Marklohe	Parkplatz an der Feuerwehr, Hoyaer Straße / Ecke Mittelweg	Bücherschrank			52.669302	9.157158						
de.wiki_in_Niedersachsen	Meyenburg	An der Kreuzung Butendoor/Schwaneweder Straße	Bücherschrank		2013	52.593918	8.59878						
de.wiki_in_Niedersachsen	Moormerland	Tourist-Information Moormerland, Dr.-Warsing-Str. 79	Büchertauschregal										
de.wiki_in_Niedersachsen	Münchehagen	Festplatz, Schulstraße	Bücherschrank			52.441125	9.190168						
de.wiki_in_Niedersachsen	Neuenkirchen-Vörden	Neuenkirchen Friedhof-Ecke Nordweg an der Friedenstraße	Telefonzelle	organisiert und aufgestellt vom Heimat- und Verschönerungsverein Neuenkirchen e.V.		52.30714	8.03969						
de.wiki_in_Niedersachsen	Neuenkirchen-Vörden	Vörden Kleine Hinterstraße	Bücherschrank	gestiftet von Innogy		52.4777077	8.0934342						
de.wiki_in_Niedersachsen	Neuenkirchen (Lüneburger Heide)	Hauptstraße, vor der Apotheke und dem Buchladen	Telefonzelle			53.033067	9.703536						
de.wiki_in_Niedersachsen	Neustadt am Rübenberge	An der KGS Neustadt	Bücherschrank	Bookcrossingzone, Mo–Fr 07:30–16:00		52.517726	9.461181						
de.wiki_in_Niedersachsen	Neustadt am Rübenberge	An der Liebfrauenkirche	Bücherschrank			52.504034	9.461229						
de.wiki_in_Niedersachsen	Neustadt am Rübenberge-Borstel	An der ehemaligen Schule	Telefonzelle			52.587055	9.388104						
de.wiki_in_Niedersachsen	Neustadt am Rübenberge-Vesbeck	Dorfgemeinschaftshaus	Telefonzelle			52.60201	9.610319						
de.wiki_in_Niedersachsen	Nienburg/Weser	Neue Straße, zwischen Haus Nr. 7 und 9	Bücherschrank	[21][22]	Aug. 2015	52.637623	9.206329						
de.wiki_in_Niedersachsen	Norddeich	Im Lesesaal, Badestraße 17	Bücherregal	[23]	Aug. 2014	53.616492	7.152722						
de.wiki_in_Niedersachsen	Norderney	Onnen-Visser-Platz	Bücherschrank			53.709705	7.147149						
de.wiki_in_Niedersachsen	Obernkirchen	Zum Stiftswald 19	Telefonzelle	[24]	Jan. 2017	52.2619862	9.1294964						
de.wiki_in_Niedersachsen	Oldenburg-Etzhorn	Marktplatz Etzhorn	Telefonzelle	Montag, Dienstag, Donnerstag 10:00–16:00 UhrMittwoch 10:00–17:00 UhrFreitag und Sonntag 10:00–12:00 Uhr[25]	Nov. 2014	53.185278	8.2425						
de.wiki_in_Niedersachsen	Oldenburg-Osternburg	Mohrstraße 6	Bücherschrank	[26]		53.125417	8.221399						
de.wiki_in_Niedersachsen	Osnabrück	Am Pappelgraben, Ecke Hiärm-Grupe-Straße	Bücherschrank Lese-Oase		Apr. 2016	52.265301	8.028677						
de.wiki_in_Niedersachsen	Osnabrück	Iburger Straße 229	Bücherschrank Marktkauf-Nahne	Aufgestellt von Marktkauf in deren Gebäude, zugänglich zu deren Öffnungszeiten: Mo–Sa 08:00–22:00 Uhr	2016	52.24662	8.063712						
de.wiki_in_Niedersachsen	Osnabrück	Klaus-Strick-Weg 10	Bücherschrank Museum am Schölerberg	Aufgestellt im Eingangsbereich, zugänglich während der Öffnungszeiten: Dienstag 09:00–20:00 Uhr, Mittwoch bis Freitag 09:00–18:00 Uhr, Samstag 14:00–18:00 Uhr, Sonntag 10:00–18:00 Uhr	2014	52.24933	8.06977						
de.wiki_in_Niedersachsen	Osnabrück	Theodor-Heuss-Platz 2, 49074 Osnabrück	Bücherschrank Hauptbahnhof Osnabrück	Aufgestellt im Warteraum Gleis 1, zugänglich während der Öffnungszeiten: täglich 06:00–22:30 Uhr	2014	52.272778	8.061111						
de.wiki_in_Niedersachsen	Ostercappeln	Auf dem Kirchplatz	RWE-Bücherschrank (BOKX)		Apr. 2013	52.34448	8.22465						
de.wiki_in_Niedersachsen	Ostrhauderfehn	Wreesmann Aktionshalle, Hauptstraße 48	Öffentlicher Bücherschrank	Montag–Freitag, 9.00–20.00 UhrSamstag, 9.00–18.00 Uhr									
de.wiki_in_Niedersachsen	Otersen	Im Dorfladen, Steinfeld 9	Bücherschrank	zu den Öffnungszeiten des Dorfladens		52.8437597	9.3464716						
de.wiki_in_Niedersachsen	Otterndorf	Haus am Süderwall, Parkstraße 6	Öffentlicher Bücherschrank	Aufgestellt vom DRK & DRK-Kindergarten Otterndorf		53.80605	8.90339						
de.wiki_in_Niedersachsen	Pattensen-Hüpede	Mittelstraße, in der Nähe der Kirche	violette Telefonzelle			52.242833	9.733008						
de.wiki_in_Niedersachsen	Pattensen-Reden	Landstraße 25	Bücherschrank		Sep. 2011	52.2829112	9.781186						
de.wiki_in_Niedersachsen	Pewsum	Adolf-Köppe-Straße	Telefonzelle			53.42895	7.10462						
de.wiki_in_Niedersachsen	Quakenbrück	Im E-Center, Hasestraße 13	Bücherregal „Bücherwurm“	Zu den Öffnungszeiten des E-Centers nutzbar		52.675989	7.946929						
de.wiki_in_Niedersachsen	Raddestorf-Glissen	Jugendhof Glissen, Glisser Dorfstraße 13	Bunte Telefonzelle			52.424604	8.959221						
de.wiki_in_Niedersachsen	Reepsholt		Lesetankstelle			53.48782	7.83952						
de.wiki_in_Niedersachsen	Rehburg	Marktplatz	Bücherschrank			52.474776	9.229753						
de.wiki_in_Niedersachsen	Rethem (Aller)	Amtshauptmann-Jordan-Platz, an der Alten Post	Bücherschrank			52.785393	9.378383						
de.wiki_in_Niedersachsen	Rethem (Aller)-Stöcken	Postweg 11	Gartenhaus			52.763946	9.339677						
de.wiki_in_Niedersachsen	Rhauderfehn	Vor dem Rathaus Rhauderfehn	Öffentlicher Bücherschrank										
de.wiki_in_Niedersachsen	Rodenberg	Beim Ratskeller, Amtsstraße	Bücherschrank			52.311719	9.356548						
de.wiki_in_Niedersachsen	Rodewald	Am Binderhaus, Dorfstraße 5	Bücherschrank	Aufgestellt von der Bürgerstiftung im Landkreis Nienburg	Dez. 2012	52.663285	9.48302						
de.wiki_in_Niedersachsen	Rohrsen	Vor dem Combi-Markt, Am Büschen 1	Bücherschrank	Aufgestellt von der Bürgerstiftung im Landkreis Nienburg	Sep. 2014	52.703276	9.2415192						
de.wiki_in_Niedersachsen	Ronnenberg-Benthe	Am Steinweg, Nähe Dorfplatz	Bücherschrank			52.338315	9.627363						
de.wiki_in_Niedersachsen	Ronnenberg-Empelde	Nenndorfer Straße 63	Bücherschrank	Aufgestellt von der Jugendwerkstatt Roter Faden (DVHL) in Kooperation mit der Stadt Ronnenberg, der Calenberger Diakoniestiftung sowie der Tischlerei Hüper	2017	52.342336	9.663164						
de.wiki_in_Niedersachsen	Rotenburg (Wümme)	Große Straße 6	Bücherschrank			53.109915	9.401861						
de.wiki_in_Niedersachsen	Salzbergen	Emsstraße, Ecke Kirchplatz	RWE-Bücherschrank (BOKX)	Aufgestellt von RWE[3]		52.323406	7.347272						
de.wiki_in_Niedersachsen	Schneeren	Schneerener Straße 19	Bücherregal	Im 24 Stunden zugänglichen Foyer der Volksbank		52.53328	9.33301						
de.wiki_in_Niedersachsen	Schneverdingen	Ecke Verdener Straße / Kirchstraße	Telefonzelle	geöffnet: Mo.–Fr. 9:00–18:00 Uhr; Sa. 9:00–13:00 Uhr[27]	2011	53.118364	9.787477						
de.wiki_in_Niedersachsen	Seelze-Letter	Bürgermeister-Röber-Platz	Bücherschrank			52.3986	9.641104						
de.wiki_in_Niedersachsen	Seesen	Bahnhofstraße	Büchertauschregal	im südlichen Eingangsbereich des Marktkauf, geöffnet: Mo.–Fr. 8:00–20:00 Uhr; Sa. 8:00–16:00 Uhr		51.88876	10.17632						
de.wiki_in_Niedersachsen	Seevetal-Maschen	Schulstraße 55–57, vor dem Dorfhaus	Bücherschrank			53.3949176	10.0388271						
de.wiki_in_Niedersachsen	Sibbesse	Hauptstraße, vor der Sparkasse	Telefonzelle			52.055198	9.902581						
de.wiki_in_Niedersachsen	Sögel	Am Markt	Telefonzelle			52.839423	7.520009						
de.wiki_in_Niedersachsen	Soltau	Georges-Lemoine-Platz	Britische Telefonzelle	Bibliothek Waldmühle,geöffnet täglich von 9 bis 18 Uhr	13. Juni 2014	52.984228	9.838739						
